Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
MO_098.bin.14	root (UID1)	5656	56	24	0.00	0.00	0.00	126839	6374	579	579	338	317	219	208	4348	4074	39.5	6.09	-100.00	-1	-1	56	0	0	0	0	0
MO_098.bin.15	root (UID1)	5656	56	24	0.00	0.00	0.00	104534	3163	322	322	416	408	324	314	1875	1842	35.1	8.50	-100.00	-1	-1	56	0	0	0	0	0
MO_098.bin.16	c__Alphaproteobacteria (UID3305)	564	349	230	45.59	1.09	0.00	566868	12474	1931	1931	361	352	293	287	1480	1459	35.8	3.92	-100.00	-1	-1	190	156	3	0	0	0
MO_098.bin.17	k__Bacteria (UID203)	5449	103	57	33.65	0.00	0.00	531684	9029	1689	1689	379	373	314	309	2745	2660	37.4	5.29	-100.00	-1	-1	75	28	0	0	0	0
MO_098.bin.18	k__Bacteria (UID203)	5449	104	58	44.83	0.00	0.00	723740	15599	2351	2351	377	369	307	301	3980	3720	34.4	6.31	-100.00	-1	-1	72	32	0	0	0	0
MO_098.bin.19	c__Deltaproteobacteria (UID3216)	83	247	155	84.75	0.97	33.33	1165870	42504	3862	3862	385	371	301	290	2044	1969	37.5	5.61	-100.00	-1	-1	43	201	3	0	0	0
MO_098.bin.2	k__Bacteria (UID203)	5449	103	57	15.07	0.00	0.00	352307	5854	1197	1197	363	357	294	289	1591	1571	37.1	5.61	-100.00	-1	-1	93	10	0	0	0	0
MO_098.bin.20	k__Bacteria (UID203)	5449	104	58	8.62	0.00	0.00	186852	5384	598	598	405	394	312	303	1679	1608	35.5	5.06	-100.00	-1	-1	98	6	0	0	0	0
MO_098.bin.21	p__Cyanobacteria (UID2192)	79	584	458	26.13	0.22	0.00	598825	23217	2138	2138	387	369	280	269	1932	1843	36.8	5.10	-100.00	-1	-1	412	171	1	0	0	0
MO_098.bin.22	k__Bacteria (UID203)	5449	104	58	8.62	0.00	0.00	75418	3804	253	253	367	350	298	283	1109	1031	38.6	5.72	-100.00	-1	-1	97	7	0	0	0	0
MO_098.bin.23	c__Gammaproteobacteria (UID4267)	119	544	284	41.58	0.37	100.00	493873	12299	1604	1604	408	398	307	300	2360	2215	36.1	4.68	-100.00	-1	-1	309	232	3	0	0	0
MO_098.bin.3	c__Gammaproteobacteria (UID4267)	119	544	284	41.62	3.96	55.00	570778	17688	1819	1819	407	394	313	304	1869	1818	35.9	4.37	-100.00	-1	-1	289	235	20	0	0	0
MO_098.bin.4	s__algicola (UID2846)	47	571	303	10.44	0.00	0.00	114523	5903	397	397	350	333	288	273	1457	1342	39.1	0.87	-100.00	-1	-1	497	74	0	0	0	0
MO_098.bin.5	k__Bacteria (UID203)	5449	104	58	1.72	0.00	0.00	95450	2124	343	343	345	337	278	272	1564	1512	35.0	0.00	-100.00	-1	-1	102	2	0	0	0	0
MO_098.bin.6	c__Alphaproteobacteria (UID3305)	564	349	230	74.89	2.32	14.29	1100235	24675	3694	3694	371	362	297	291	1781	1728	35.9	4.75	-100.00	-1	-1	81	261	7	0	0	0
MO_098.bin.7	root (UID1)	5656	56	24	8.33	0.00	0.00	515323	15915	1519	1519	427	410	339	328	2331	2270	35.7	5.55	-100.00	-1	-1	54	2	0	0	0	0
MO_098.bin.8	k__Bacteria (UID203)	5449	104	58	51.44	0.86	100.00	467481	11330	1689	1689	344	337	276	270	1430	1394	34.9	5.23	-100.00	-1	-1	69	34	1	0	0	0
MO_098.bin.9	c__Deltaproteobacteria (UID3216)	83	247	155	33.10	1.29	0.00	893585	15034	2714	2714	410	402	329	323	2063	2050	36.8	4.83	-100.00	-1	-1	157	88	2	0	0	0
MO_102.bin.1	c__Gammaproteobacteria (UID4267)	119	544	284	57.25	16.47	65.31	826839	25615	2584	2584	400	386	319	310	1872	1822	35.9	5.35	-100.00	-1	-1	250	218	68	6	2	0
MO_102.bin.10	c__Gammaproteobacteria (UID4267)	119	544	284	43.36	0.88	0.00	514730	12704	1723	1723	399	390	298	291	1851	1815	36.4	5.23	-100.00	-1	-1	305	236	3	0	0	0
MO_102.bin.11	k__Bacteria (UID203)	5449	104	58	15.91	0.00	0.00	99975	2321	323	323	381	372	309	302	1391	1345	35.5	3.83	-100.00	-1	-1	86	18	0	0	0	0
MO_102.bin.12	c__Deltaproteobacteria (UID3216)	83	247	155	83.55	0.97	0.00	1278486	46976	4176	4176	388	375	306	294	2987	2804	37.5	4.86	-100.00	-1	-1	29	215	3	0	0	0
MO_102.bin.13	k__Bacteria (UID203)	5449	103	57	18.34	0.00	0.00	510791	8606	1577	1577	402	395	323	318	1748	1728	37.0	5.93	-100.00	-1	-1	85	18	0	0	0	0
MO_102.bin.14	p__Cyanobacteria (UID2189)	82	579	450	25.13	0.03	100.00	590218	22439	2146	2146	384	368	275	264	1925	1855	37.0	4.70	-100.00	-1	-1	425	153	1	0	0	0
MO_102.bin.15	s__algicola (UID2846)	47	571	303	6.44	0.00	0.00	69307	3603	227	227	392	372	305	289	1433	1357	38.4	4.53	-100.00	-1	-1	512	59	0	0	0	0
MO_102.bin.16	k__Bacteria (UID203)	5449	104	58	15.67	0.00	0.00	266198	4803	872	872	378	371	305	299	2279	2208	37.9	5.84	-100.00	-1	-1	90	14	0	0	0	0
MO_102.bin.17	k__Bacteria (UID203)	5449	103	57	23.57	0.00	0.00	152182	2550	518	518	363	355	293	288	1110	1080	37.4	0.00	-100.00	-1	-1	78	25	0	0	0	0
MO_102.bin.2	root (UID1)	5656	56	24	0.00	0.00	0.00	80563	2476	260	260	366	351	309	300	1158	1122	36.7	0.00	-100.00	-1	-1	56	0	0	0	0	0
MO_102.bin.3	root (UID1)	5656	56	24	0.00	0.00	0.00	82086	2413	262	262	395	386	313	304	1284	1250	35.1	5.79	-100.00	-1	-1	56	0	0	0	0	0
MO_102.bin.4	p__Cyanobacteria (UID2192)	79	584	458	36.18	0.46	33.33	661306	29716	2472	2472	386	370	267	255	1790	1686	36.1	5.15	-100.00	-1	-1	346	235	3	0	0	0
MO_102.bin.5	k__Bacteria (UID203)	5449	104	58	6.90	0.00	0.00	214955	6488	658	658	405	393	326	316	1944	1882	35.0	4.38	-100.00	-1	-1	98	6	0	0	0	0
MO_102.bin.6	k__Bacteria (UID1453)	901	171	117	51.52	4.70	0.00	661688	14683	2149	2149	380	373	307	301	3101	2955	34.7	4.31	-100.00	-1	-1	88	78	4	1	0	0
MO_102.bin.7	c__Alphaproteobacteria (UID3305)	564	349	230	67.83	1.68	12.50	972169	21830	3251	3251	365	357	299	292	2856	2721	35.9	4.40	-100.00	-1	-1	124	219	5	1	0	0
MO_102.bin.8	c__Deltaproteobacteria (UID3216)	83	247	155	81.80	0.38	0.00	1153283	44534	3752	3752	388	373	307	295	5326	5039	37.5	5.79	-100.00	-1	-1	41	204	2	0	0	0
MO_102.bin.9	k__Bacteria (UID203)	5449	104	58	15.05	0.00	0.00	179081	3994	635	635	347	340	282	275	1345	1318	34.1	4.36	-100.00	-1	-1	87	17	0	0	0	0
MO_103.bin.1	c__Alphaproteobacteria (UID3305)	564	349	230	23.84	0.43	0.00	295423	7141	1022	1022	375	366	289	282	1665	1632	36.3	5.27	-100.00	-1	-1	243	105	1	0	0	0
MO_103.bin.10	s__algicola (UID2846)	47	571	303	57.11	1.16	0.00	520613	26796	1670	1670	397	376	311	295	4536	4181	38.8	5.32	-100.00	-1	-1	240	327	4	0	0	0
MO_103.bin.11	k__Bacteria (UID203)	5449	103	58	3.45	0.00	0.00	146224	6334	566	566	367	349	258	247	1272	1201	36.7	6.94	-100.00	-1	-1	100	3	0	0	0	0
MO_103.bin.12	c__Gammaproteobacteria (UID4274)	112	581	290	34.00	0.75	20.00	366431	13516	1271	1271	352	338	288	277	1866	1735	37.4	5.44	-100.00	-1	-1	373	205	2	1	0	0
MO_103.bin.13	k__Bacteria (UID203)	5449	104	58	29.64	0.00	0.00	699785	20921	2223	2223	399	387	314	305	2020	1974	36.3	5.07	-100.00	-1	-1	78	26	0	0	0	0
MO_103.bin.14	k__Bacteria (UID203)	5449	103	58	3.32	0.00	0.00	153810	7707	509	509	478	456	302	287	1798	1709	37.5	5.83	-100.00	-1	-1	93	10	0	0	0	0
MO_103.bin.15	c__Gammaproteobacteria (UID4274)	112	577	287	82.03	2.78	0.00	1044519	34487	3339	3339	409	395	312	302	1981	1821	37.7	4.92	-100.00	-1	-1	107	457	12	1	0	0
MO_103.bin.16	s__algicola (UID2846)	47	571	303	23.44	0.00	0.00	188950	9265	604	604	394	373	312	297	2806	2595	38.2	4.54	-100.00	-1	-1	427	144	0	0	0	0
MO_103.bin.17	c__Deltaproteobacteria (UID3216)	83	247	155	34.67	0.00	0.00	427524	12349	1410	1410	382	372	303	294	1982	1944	35.8	4.29	-100.00	-1	-1	155	92	0	0	0	0
MO_103.bin.18	c__Gammaproteobacteria (UID4274)	112	581	290	78.89	2.18	6.25	928022	34715	3053	3053	378	364	303	292	4473	4154	36.3	4.87	-100.00	-1	-1	130	439	10	2	0	0
MO_103.bin.19	c__Gammaproteobacteria (UID4274)	112	581	290	40.09	0.86	0.00	439046	14323	1556	1556	371	359	282	272	3222	3027	36.5	6.13	-100.00	-1	-1	329	246	6	0	0	0
MO_103.bin.2	k__Bacteria (UID203)	5449	104	58	5.17	0.00	0.00	154471	4797	511	511	385	374	302	292	1885	1818	36.3	7.32	-100.00	-1	-1	101	3	0	0	0	0
MO_103.bin.20	root (UID1)	5656	56	24	0.00	0.00	0.00	119995	6642	598	598	298	281	200	189	3462	3261	38.9	4.53	-100.00	-1	-1	56	0	0	0	0	0
MO_103.bin.21	k__Bacteria (UID203)	5449	104	58	22.10	1.72	100.00	494849	16010	1573	1573	394	379	314	304	2208	2065	36.0	6.96	-100.00	-1	-1	78	25	1	0	0	0
MO_103.bin.22	k__Bacteria (UID203)	5449	103	58	5.17	0.00	0.00	154235	7346	526	526	432	416	293	279	2138	2002	35.1	4.55	-100.00	-1	-1	100	3	0	0	0	0
MO_103.bin.23	c__Deltaproteobacteria (UID3216)	83	247	155	21.77	1.29	50.00	228096	6798	739	739	393	382	308	299	1690	1623	36.4	5.23	-100.00	-1	-1	183	62	2	0	0	0
MO_103.bin.24	k__Bacteria (UID203)	5449	104	58	14.11	0.00	0.00	105444	2464	378	378	339	332	278	272	1480	1459	35.6	1.38	-100.00	-1	-1	93	11	0	0	0	0
MO_103.bin.25	k__Bacteria (UID1453)	901	171	117	11.67	0.00	0.00	175453	3946	580	580	364	357	302	295	2163	2023	34.7	6.78	-100.00	-1	-1	145	26	0	0	0	0
MO_103.bin.26	c__Gammaproteobacteria (UID4267)	119	544	284	82.41	1.51	40.00	754983	31605	2546	2546	371	356	296	284	1707	1581	36.7	6.01	-100.00	-1	-1	89	445	10	0	0	0
MO_103.bin.3	root (UID1)	5656	56	24	0.00	0.00	0.00	158142	3969	569	569	360	355	277	270	1842	1727	36.6	4.17	-100.00	-1	-1	56	0	0	0	0	0
MO_103.bin.4	c__Deltaproteobacteria (UID3216)	83	247	155	11.66	0.67	0.00	472837	8722	1525	1525	393	384	310	304	2066	2047	37.2	5.47	-100.00	-1	-1	191	54	2	0	0	0
MO_103.bin.5	root (UID1)	5656	56	24	4.17	0.00	0.00	90200	3280	290	290	394	379	311	299	1841	1769	37.1	5.25	-100.00	-1	-1	55	1	0	0	0	0
MO_103.bin.6	root (UID1)	5656	56	24	0.00	0.00	0.00	162794	8505	585	585	412	389	278	263	2025	1890	38.2	4.13	-100.00	-1	-1	56	0	0	0	0	0
MO_103.bin.7	k__Bacteria (UID203)	5449	104	58	52.93	0.00	0.00	428258	14198	1529	1529	358	345	280	270	1358	1318	37.8	8.96	-100.00	-1	-1	67	37	0	0	0	0
MO_103.bin.8	p__Cyanobacteria (UID2192)	79	584	458	67.29	3.14	47.37	1987042	77323	6944	6944	406	389	286	275	2613	2506	37.1	5.61	-100.00	-1	-1	176	389	19	0	0	0
MO_103.bin.9	k__Bacteria (UID203)	5449	103	58	11.29	0.00	0.00	71441	3148	267	267	382	371	267	255	1041	983	36.9	3.71	-100.00	-1	-1	86	17	0	0	0	0
MO_106.bin.1	k__Archaea (UID2)	207	145	103	11.24	0.49	0.00	8893259	442521	67486	67486	170	162	131	125	3942	3669	43.5	7.84	-100.00	-1	-1	129	15	1	0	0	0
MO_106.bin.2	root (UID1)	5656	56	24	0.00	0.00	0.00	17359	815	180	180	131	126	96	91	749	701	45.1	0.00	-100.00	-1	-1	56	0	0	0	0	0
MO_133.bin.1	k__Bacteria (UID203)	5449	104	58	17.24	0.00	0.00	331852	9587	1152	1152	367	357	288	279	1726	1673	34.7	7.02	-100.00	-1	-1	92	12	0	0	0	0
MO_133.bin.10	p__Cyanobacteria (UID2192)	79	584	458	86.48	0.33	100.00	1288689	64356	4276	4276	413	391	301	286	3338	2966	37.8	5.78	-100.00	-1	-1	70	510	4	0	0	0
MO_133.bin.11	c__Alphaproteobacteria (UID3305)	564	349	230	85.07	6.74	39.13	1355217	30879	4407	4407	380	370	307	300	3496	3315	36.0	4.69	-100.00	-1	-1	52	278	17	2	0	0
MO_133.bin.12	root (UID1)	5656	56	24	0.00	0.00	0.00	119470	1794	398	398	354	350	300	295	1508	1488	36.3	3.12	-100.00	-1	-1	56	0	0	0	0	0
MO_133.bin.13	k__Bacteria (UID203)	5449	104	58	32.76	1.72	100.00	782458	17590	2605	2605	373	364	300	293	1736	1699	36.2	4.21	-100.00	-1	-1	78	25	1	0	0	0
MO_133.bin.14	k__Bacteria (UID203)	5449	104	58	7.76	0.00	0.00	260474	6626	874	874	366	358	298	290	1246	1200	35.1	7.80	-100.00	-1	-1	99	5	0	0	0	0
MO_133.bin.15	c__Deltaproteobacteria (UID3216)	83	247	155	57.87	1.29	50.00	1032303	18072	3202	3202	395	388	322	316	2627	2603	37.3	5.93	-100.00	-1	-1	112	133	2	0	0	0
MO_133.bin.16	root (UID1)	5656	56	24	4.17	0.00	0.00	200989	5068	648	648	392	379	310	302	2339	2299	35.8	5.25	-100.00	-1	-1	55	1	0	0	0	0
MO_133.bin.17	c__Deltaproteobacteria (UID3216)	83	247	155	90.32	2.10	50.00	1229391	45183	4048	4048	388	375	303	292	2987	2805	37.4	5.67	-100.00	-1	-1	18	225	4	0	0	0
MO_133.bin.18	k__Bacteria (UID203)	5449	104	58	64.97	0.00	0.00	1462490	25365	4494	4494	392	385	325	319	2745	2677	37.5	4.95	-100.00	-1	-1	55	49	0	0	0	0
MO_133.bin.19	f__Rhodobacteraceae (UID3361)	46	654	332	32.10	0.20	0.00	346362	7766	1217	1217	349	339	284	278	1298	1222	34.1	4.75	-100.00	-1	-1	455	197	2	0	0	0
MO_133.bin.2	k__Bacteria (UID203)	5449	104	58	14.11	0.00	0.00	67435	2295	212	212	405	383	318	307	1249	1183	33.5	5.65	-100.00	-1	-1	92	12	0	0	0	0
MO_133.bin.20	k__Bacteria (UID203)	5449	104	58	100.00	8.25	4.76	1400098	41819	4337	4337	388	377	322	313	5150	4696	36.9	5.47	-100.00	-1	-1	0	83	21	0	0	0
MO_133.bin.21	k__Bacteria (UID1453)	901	171	117	36.24	0.85	0.00	381637	8141	1258	1258	379	371	303	296	1845	1799	34.4	8.76	-100.00	-1	-1	97	73	1	0	0	0
MO_133.bin.22	c__Deltaproteobacteria (UID3216)	83	247	155	87.60	1.45	66.67	1247264	48564	4096	4096	388	373	304	292	2367	2285	37.6	4.94	-100.00	-1	-1	29	215	3	0	0	0
MO_133.bin.23	k__Bacteria (UID203)	5449	104	58	24.29	1.72	100.00	149243	3433	490	490	363	355	304	297	1520	1470	34.7	5.65	-100.00	-1	-1	83	20	1	0	0	0
MO_133.bin.24	root (UID1)	5656	56	24	8.33	0.00	0.00	81300	2521	300	300	388	373	271	262	981	956	36.4	0.00	-100.00	-1	-1	54	2	0	0	0	0
MO_133.bin.25	k__Bacteria (UID203)	5449	104	58	23.28	0.00	0.00	255869	7224	855	855	390	378	299	290	2089	2043	36.5	5.66	-100.00	-1	-1	87	17	0	0	0	0
MO_133.bin.26	c__Gammaproteobacteria (UID4267)	119	544	284	79.67	2.91	16.00	1102407	27234	3669	3669	408	397	300	293	1917	1838	36.3	4.91	-100.00	-1	-1	104	419	19	2	0	0
MO_133.bin.27	c__Deltaproteobacteria (UID3216)	83	247	155	73.87	2.74	80.00	1519434	56905	4965	4965	394	379	306	294	2144	2060	38.8	6.23	-100.00	-1	-1	51	191	5	0	0	0
MO_133.bin.28	k__Bacteria (UID203)	5449	102	56	78.57	22.97	82.03	1050055	30995	3447	3447	389	376	304	295	2057	1994	36.4	4.78	-100.00	-1	-1	14	47	14	16	11	0
MO_133.bin.29	k__Bacteria (UID203)	5449	104	58	46.55	0.00	0.00	910004	20850	3046	3046	366	358	298	291	2629	2521	35.9	4.78	-100.00	-1	-1	73	31	0	0	0	0
MO_133.bin.3	c__Gammaproteobacteria (UID4274)	112	581	290	27.15	0.34	0.00	381908	10635	1234	1234	405	396	309	300	2477	2400	37.7	4.87	-100.00	-1	-1	437	143	1	0	0	0
MO_133.bin.30	k__Bacteria (UID203)	5449	104	58	50.00	0.00	0.00	814829	23461	2441	2441	405	394	333	324	3177	3043	35.1	5.15	-100.00	-1	-1	73	31	0	0	0	0
MO_133.bin.31	k__Bacteria (UID203)	5449	104	58	31.35	0.00	0.00	331438	9110	1182	1182	348	337	280	272	1673	1606	35.0	6.37	-100.00	-1	-1	76	28	0	0	0	0
MO_133.bin.32	k__Bacteria (UID203)	5449	104	58	98.28	165.52	27.27	3719844	112991	11416	11416	407	395	325	315	3693	3408	35.9	4.85	-100.00	-1	-1	1	29	39	21	11	3
MO_133.bin.33	k__Bacteria (UID203)	5449	102	56	71.43	0.00	0.00	1049406	30002	3410	3410	394	384	307	298	2905	2778	36.0	4.81	-100.00	-1	-1	55	47	0	0	0	0
MO_133.bin.34	k__Bacteria (UID203)	5449	104	58	77.04	14.66	77.78	1493977	33039	5022	5022	368	359	297	290	1616	1578	35.7	5.46	-100.00	-1	-1	47	48	9	0	0	0
MO_133.bin.35	root (UID1)	5656	56	24	0.00	0.00	0.00	91562	2711	319	319	346	338	287	278	1173	1135	36.0	2.95	-100.00	-1	-1	56	0	0	0	0	0
MO_133.bin.4	s__algicola (UID2846)	47	571	303	66.22	0.62	75.00	657854	32232	2132	2132	390	372	308	293	2116	1930	39.0	4.28	-100.00	-1	-1	193	374	4	0	0	0
MO_133.bin.5	root (UID1)	5656	56	24	4.17	0.00	0.00	77401	1840	234	234	393	383	330	322	1170	1137	34.3	6.13	-100.00	-1	-1	55	1	0	0	0	0
MO_133.bin.6	k__Bacteria (UID203)	5449	104	58	53.45	0.00	0.00	887070	26710	2632	2632	414	402	337	326	2430	2330	35.8	6.18	-100.00	-1	-1	68	36	0	0	0	0
MO_133.bin.7	k__Bacteria (UID203)	5449	104	58	31.82	0.00	0.00	476036	11560	1598	1598	366	356	297	290	1254	1217	34.1	7.87	-100.00	-1	-1	79	25	0	0	0	0
MO_133.bin.8	k__Bacteria (UID203)	5449	104	58	22.73	0.00	0.00	960415	17033	2951	2951	400	393	325	319	4615	4475	37.1	6.48	-100.00	-1	-1	85	19	0	0	0	0
MO_133.bin.9	root (UID1)	5656	56	24	0.00	0.00	0.00	170066	4462	574	574	367	358	296	288	1336	1302	36.2	3.81	-100.00	-1	-1	56	0	0	0	0	0
MO_135.bin.1	f__Rhodobacteraceae (UID3361)	46	654	332	90.59	4.06	4.17	1344235	33663	4446	4446	368	358	302	294	4708	4553	34.8	7.22	-100.00	-1	-1	60	572	21	1	0	0
MO_135.bin.10	root (UID1)	5656	56	24	0.00	0.00	0.00	620501	21362	3804	3805	210	202	163	157	2591	2474	42.5	9.39	-100.00	-1	-1	56	0	0	0	0	0
MO_135.bin.11	f__Rhodobacteraceae (UID3340)	84	568	330	26.40	1.77	0.00	404004	11760	1443	1443	349	339	279	271	2164	2124	34.9	4.75	-100.00	-1	-1	396	165	7	0	0	0
MO_135.bin.12	k__Bacteria (UID203)	5449	103	58	7.21	0.00	0.00	95617	4807	364	364	356	335	262	249	1006	969	38.1	8.67	-100.00	-1	-1	92	11	0	0	0	0
MO_135.bin.13	root (UID1)	5656	56	24	0.00	0.00	0.00	93012	3443	223	223	729	698	417	401	9269	9061	36.5	5.47	-100.00	-1	-1	56	0	0	0	0	0
MO_135.bin.14	k__Bacteria (UID3187)	2258	188	117	91.24	4.56	0.00	3414525	120921	8021	8021	572	551	425	410	12438	12129	37.6	5.60	-100.00	-1	-1	11	171	5	0	1	0
MO_135.bin.15	c__Deltaproteobacteria (UID3216)	83	247	155	59.55	1.96	25.00	1284882	48245	4140	4140	399	386	310	298	1970	1907	38.7	6.09	-100.00	-1	-1	100	143	4	0	0	0
MO_135.bin.2	p__Cyanobacteria (UID2192)	79	584	458	21.48	0.22	0.00	588517	31190	2044	2044	425	404	287	272	3290	3089	37.9	7.01	-100.00	-1	-1	444	139	1	0	0	0
MO_135.bin.3	s__algicola (UID2846)	47	571	303	5.64	0.00	0.00	94634	5939	273	273	466	431	346	324	2887	2705	35.7	4.49	-100.00	-1	-1	531	40	0	0	0	0
MO_135.bin.4	p__Cyanobacteria (UID2192)	79	584	458	75.25	1.15	50.00	1135173	57591	3826	3826	405	387	296	281	4823	4372	37.9	5.85	-100.00	-1	-1	140	438	6	0	0	0
MO_135.bin.5	k__Archaea (UID2)	207	149	107	27.53	8.09	0.00	3406620	104315	19235	19245	232	225	177	171	3063	2977	42.0	9.64	-100.00	-1	-1	102	35	10	0	2	0
MO_135.bin.6	p__Cyanobacteria (UID2192)	79	584	458	51.43	0.55	66.67	808786	38728	2978	2978	381	363	271	258	2571	2403	37.6	7.29	-100.00	-1	-1	304	277	3	0	0	0
MO_135.bin.7	f__Rhodobacteraceae (UID3361)	46	654	332	84.38	2.11	9.09	1128026	29056	3766	3766	373	362	299	291	2816	2662	34.9	5.73	-100.00	-1	-1	92	551	11	0	0	0
MO_135.bin.8	k__Archaea (UID2)	207	149	107	29.87	4.83	0.00	12773682	393671	106092	106118	149	145	120	116	3553	3457	47.5	12.46	-100.00	-1	-1	103	38	8	0	0	0
MO_135.bin.9	c__Deltaproteobacteria (UID3216)	83	247	155	59.66	0.65	0.00	962105	29313	3135	3135	394	383	306	297	3496	3373	36.2	4.86	-100.00	-1	-1	90	156	1	0	0	0
MO_138.bin.1	root (UID1)	5656	56	24	0.00	0.00	0.00	64560	1286	227	227	351	343	284	278	1300	1278	34.3	2.16	-100.00	-1	-1	56	0	0	0	0	0
MO_138.bin.10	k__Bacteria (UID203)	5449	104	58	37.93	1.72	0.00	811581	23685	2541	2541	400	389	319	310	2227	2150	35.0	5.83	-100.00	-1	-1	78	25	1	0	0	0
MO_138.bin.11	k__Bacteria (UID203)	5449	104	58	44.98	0.00	0.00	859170	18653	2913	2913	366	356	294	288	1480	1463	35.7	5.83	-100.00	-1	-1	70	34	0	0	0	0
MO_138.bin.12	k__Bacteria (UID203)	5449	104	58	38.79	0.00	0.00	620700	18496	1873	1873	412	402	331	321	1821	1779	35.7	5.41	-100.00	-1	-1	79	25	0	0	0	0
MO_138.bin.13	c__Deltaproteobacteria (UID3216)	83	247	155	64.24	0.65	0.00	1354302	51098	4333	4333	403	387	312	300	2422	2354	38.6	5.66	-100.00	-1	-1	81	165	1	0	0	0
MO_138.bin.14	k__Bacteria (UID203)	5449	104	58	90.53	7.52	0.00	1305513	38978	4068	4068	388	377	320	311	4723	4326	36.9	4.81	-100.00	-1	-1	11	75	18	0	0	0
MO_138.bin.15	c__Gammaproteobacteria (UID4267)	119	544	284	80.30	3.22	21.05	1069750	26480	3481	3481	409	398	307	299	2533	2398	36.4	5.42	-100.00	-1	-1	90	435	19	0	0	0
MO_138.bin.16	k__Bacteria (UID203)	5449	104	58	25.86	0.00	0.00	235273	11620	767	767	398	378	306	291	1317	1214	39.0	5.98	-100.00	-1	-1	87	17	0	0	0	0
MO_138.bin.17	k__Bacteria (UID203)	5449	104	58	20.85	0.00	0.00	470314	8016	1517	1517	381	374	310	304	1721	1708	37.5	4.32	-100.00	-1	-1	90	14	0	0	0	0
MO_138.bin.18	k__Bacteria (UID203)	5449	104	58	6.27	0.00	0.00	101015	2700	320	320	409	403	315	307	1499	1452	36.2	3.99	-100.00	-1	-1	94	10	0	0	0	0
MO_138.bin.19	p__Cyanobacteria (UID2192)	79	584	458	79.22	0.44	50.00	1137956	56502	3862	3862	401	382	294	280	2355	2129	37.8	5.59	-100.00	-1	-1	115	467	2	0	0	0
MO_138.bin.2	c__Deltaproteobacteria (UID3216)	83	247	155	57.69	6.43	80.00	838281	23716	2750	2750	390	379	304	296	2354	2312	36.3	5.72	-100.00	-1	-1	101	118	27	1	0	0
MO_138.bin.20	c__Alphaproteobacteria (UID3305)	564	349	230	66.54	3.26	33.33	1073749	24524	3567	3567	376	367	301	294	2683	2606	35.9	6.11	-100.00	-1	-1	124	215	9	1	0	0
MO_138.bin.21	root (UID1)	5656	56	24	0.00	0.00	0.00	101441	4510	550	550	255	242	184	176	3642	3443	37.0	5.83	-100.00	-1	-1	56	0	0	0	0	0
MO_138.bin.22	root (UID1)	5656	56	24	0.00	0.00	0.00	66215	1120	218	218	383	377	303	298	1075	1066	36.5	4.63	-100.00	-1	-1	56	0	0	0	0	0
MO_138.bin.23	k__Bacteria (UID203)	5449	104	58	94.83	97.35	31.54	2385822	72708	7576	7576	401	389	314	305	2735	2671	35.8	5.30	-100.00	-1	-1	4	38	37	19	6	0
MO_138.bin.24	c__Deltaproteobacteria (UID3216)	83	247	155	86.02	0.16	0.00	1256531	46110	4104	4104	392	378	306	294	2575	2409	37.4	5.62	-100.00	-1	-1	29	217	1	0	0	0
MO_138.bin.25	k__Bacteria (UID203)	5449	104	58	8.62	0.00	0.00	127100	2965	456	456	341	331	278	272	1089	1063	34.4	0.00	-100.00	-1	-1	98	6	0	0	0	0
MO_138.bin.26	k__Bacteria (UID203)	5449	104	58	6.03	0.00	0.00	76883	1828	248	248	410	400	310	302	1371	1331	35.1	2.38	-100.00	-1	-1	100	4	0	0	0	0
MO_138.bin.27	c__Deltaproteobacteria (UID3216)	83	247	155	87.12	1.77	50.00	1254247	48689	4065	4065	390	375	308	296	2367	2284	37.4	5.09	-100.00	-1	-1	33	210	4	0	0	0
MO_138.bin.28	k__Bacteria (UID203)	5449	103	57	7.02	0.00	0.00	214081	6019	709	709	392	382	301	293	2227	2173	35.6	5.47	-100.00	-1	-1	99	4	0	0	0	0
MO_138.bin.29	k__Bacteria (UID203)	5449	104	58	18.97	0.00	0.00	350640	9591	1247	1247	347	337	281	273	1199	1167	35.2	4.64	-100.00	-1	-1	90	14	0	0	0	0
MO_138.bin.3	k__Bacteria (UID1453)	901	171	117	42.48	0.85	0.00	342842	7041	1186	1186	364	357	289	283	1839	1810	34.1	4.68	-100.00	-1	-1	92	78	1	0	0	0
MO_138.bin.4	root (UID1)	5656	56	24	4.17	0.00	0.00	107683	2918	358	358	388	377	300	292	1427	1380	38.5	4.66	-100.00	-1	-1	55	1	0	0	0	0
MO_138.bin.5	k__Bacteria (UID203)	5449	102	56	57.14	0.00	0.00	808201	23745	2704	2704	386	374	298	290	2352	2313	35.9	4.92	-100.00	-1	-1	61	41	0	0	0	0
MO_138.bin.6	k__Bacteria (UID203)	5449	104	58	12.07	0.00	0.00	74232	1819	267	267	330	322	278	271	1118	1090	34.6	0.00	-100.00	-1	-1	97	7	0	0	0	0
